孰,敦
帝,宰
粧,飾
辛,幸
係,緊,繫
幣,廢
獸,獻
待,持
壞,壤
獸,獻
舍,拾,捨
與,輿
俊,傑
追,隨
隊,衆
其,斯,欺,旗
比,北,此
搜,尋
旣,慨
予,汝,余
丸,還,環
尋,壽
獸,獻
條,換
首,順,須,循
徒,隊,衆
獄,獸,獻,獻
荒,疏
租,稅,賦
可,何,阿
慣,寬
壞,壤
係,緊,繫
司,詞,辭
追,逐,遂,隨
荒,疏
庚,庚
何,阿
書,晝
粧,裝
壯,狀,莊,粧,獎
哲,徹
拾,捨
博,薄
徒,隊,衆
煙,燈,燃,爐
尋,搜,審
衰,裳
宜,宣
昇,昇
揚,賜
予,汝,余
係,緊,繫
與,輿
値,價
旣,慨,歎
城,域
遂,隨
蓋,弊,蔽
付,附
室,屋
莫,漠
卑,婢
句,包
勝,登,騰
刊,刑
處,遞
漸,暫,潛
西,酉
切,初
博,薄,簿
斥,折
浮,淨
除,徐
判,叛
公,共
妻,妾
表,素
書,晝
史,吏,更,便
辯,戀
貫,貴,遣,遺
溪,潔
系,係,繫
城,域
跡,蹟
朴,杯
壇,墻
竟,經,境
陵,隆
延,廷
映,映,照,影
付,附
逮,遞
混,濕
式,試
訟,頌
成,盛
邪,阿
囚,因
的,約
早,旱
見,現,顯
宜,宣
奪,奮
農,豊,禮
腸,賜
倍,培
勤,勸
虎,處,虛
見,現,縣,顯
邦,那,耶
混,濕
已,己,旣
吐,討
縣,懸
煙,燈
俊,換
州,洲
典,展
盟
此,批
租,稅,賦
追,遂
弊,蔽
刑,形
淚,漏
版,板
丙,再
秒,秋
丈,尤
見,現,顯
部,都
治,致
累,屢
比,此
皇,星
拾,捨,賜
祈,斯
弊,幣
順,須,循
莫,漠
罔,莫
毛,尾
追,遣,遺
薄,簿
尙,常
般,船
虎,處,虛
跡,蹟
曾,會
舍,拾,捨
豪,蒙
題,願
屢,樓
辨,辯
丙,再,兩
博,薄,簿
豊,農
映,照,影
徑,經,輕
丹,朱,赤,紅
侯,候
施,宣,旋
柱,株
克,竟
倣,模
塊,壞,壤
恭,添
施,旅,族
替,遞
虎,遞
獲,穫,護
械,機
孰,敦
弟,第
登,登,騰,騰
擇,譯
稿,矯
徐,除
吹,飮
條,操
其,欺,旗
祀,祝
柱,株
倣,傍
蒸,燕
麻,硏
例,禮
慣,寬
切,初
丹,舟
廷,庭
吏,使
示,視
擊,擧
毫,豪
快,訣,潔
低,底
票,標
努,勞
惠,慧
歷,曆
那,邦,耶
堅,壁
虎,處,虛,劇
副,幅
履,踏
曾,會
據,擔
李,梨
紅,鴻
庚,景
毫,蒙,豪
曾,會,層
煙,燈,燃,爐
宿,寂
拳,擊,擧
臺,壇,墻
麻,硏,磨
肺,胸
定,定,精,精
決,快
至,致
客,閣
哀,衰,喪,裳
投,役
或,咸
遷,薦
決,潔
後,復
漸,潛,暫
弊,蔽
完,院
拘,執
純,順
玄,玆
參,慘,慙
連,蓮,聯
陷,毁
肩,眉
貌,懇
細,略
疏,統
玄,亥,玆
池,澤
幣,弊
追,逐,遵
爭,浮
富,當
功,攻
丙,再,兩,南
途,途,道,道
帥,師
則,側,測
微,徵
慙,暫,潛
兮,矣,奈,奚,焉
俗,裕
條,操,燥
連,繼
系,係,係,繫,繫
更,硬
克,極,劇
漸,潛
弟,第
卿,鄕
見,賢
岸,岳
浮,淨,靜
反,返,叛
